Easting,Northing
502100,183900
502100,184000
502100,184100
502100,184200
502100,184300
502100,184400
502100,184500
502100,184600
502100,184700
502100,184800
502100,184900
502100,185000
502100,185100
502100,185200
502100,185300
502100,185400
502100,185500
502100,185600
502100,185700
502100,185800
502100,185900
502100,186000
502100,186100
502100,186200
502100,186300
502100,186400
502100,186500
502100,186600
502100,186700
502100,186800
502100,186900
502100,187000
502100,187100
502100,187200
502100,187300
502100,187400
502100,187500
502100,187600
502100,187700
502100,187800
502100,187900
502100,188000
502100,188100
502100,188200
502100,188300
502100,188400
502100,188500
502100,188600
502100,188700
502100,188800
502100,188900
502100,189000
502100,189100
502100,189200
502100,189300
502100,189400
502100,189500
502100,189600
502100,189700
502100,189800
502100,189900
502100,190000
502200,180100
502200,180200
502200,180300
502200,180400
502200,180500
502200,180600
502200,180700
502200,180800
502200,180900
502200,181000
502200,181100
502200,181200
502200,181300
502200,181400
502200,181500
502200,181600
502200,181700
502200,181800
502200,181900
502200,182000
502200,182100
502200,182200
502200,182300
502200,182400
502200,182500
502200,182600
502200,182700
502200,182800
502200,182900
502200,183000
502200,183100
502200,183200
502200,183300
502200,183400
502200,183500
502200,183600
502200,183700
502200,183800
502200,183900
502200,184000
502200,184100
502200,184200
502200,184300
502200,184400
502200,184500
502200,184600
502200,184700
502200,184800
502200,184900
502200,185000
502200,185100
502200,185200
502200,185300
502200,185400
502200,185500
502200,185600
502200,185700
502200,185800
502200,185900
502200,186000
502200,186100
502200,186200
502200,186300
502200,186400
502200,186500
502200,186600
502200,186700
502200,186800
502200,186900
502200,187000
502200,187100
502200,187200
502200,187300
502200,187400
502200,187500
502200,187600
502200,187700
502200,187800
502200,187900
502200,188000
502200,188100
502200,188200
502200,188300
502200,188400
502200,188500
502200,188600
502200,188700
502200,188800
502200,188900
502200,189000
502200,189100
502200,189200
502200,189300
502200,189400
502200,189500
502200,189600
502200,189700
502200,189800
502200,189900
502200,190000
502300,180100
502300,180200
502300,180300
502300,180400
502300,180500
502300,180600
502300,180700
502300,180800
502300,180900
502300,181000
502300,181100
502300,181200
502300,181300
502300,181400
502300,181500
502300,181600
502300,181700
502300,181800
502300,181900
502300,182000
502300,182100
502300,182200
502300,182300
502300,182400
502300,182500
502300,182600
502300,182700
502300,182800
502300,182900
502300,183000
502300,183100
502300,183200
502300,183300
502300,183400
502300,183500
502300,183600
502300,183700
502300,183800
502300,183900
502300,184000
502300,184100
502300,184200
502300,184300
502300,184400
502300,184500
502300,184600
502300,184700
502300,184800
502300,184900
502300,185000
502300,185100
502300,185200
502300,185300
502300,185400
502300,185500
502300,185600
502300,185700
502300,185800
502300,185900
502300,186000
502300,186100
502300,186200
502300,186300
502300,186400
502300,186500
502300,186600
502300,186700
502300,186800
502300,186900
502300,187000
502300,187100
502300,187200
502300,187300
502300,187400
502300,187500
502300,187600
502300,187700
502300,187800
502300,187900
502300,188000
502300,188100
502300,188200
502300,188300
502300,188400
502300,188500
502300,188600
502300,188700
502300,188800
502300,188900
502300,189000
502300,189100
502300,189200
502300,189300
502300,189400
502300,189500
502300,189600
502300,189700
502300,189800
502300,189900
502300,190000
502400,180100
502400,180200
502400,180300
502400,180400
502400,180500
502400,180600
502400,180700
502400,180800
502400,180900
502400,181000
502400,181100
502400,181200
502400,181300
502400,181400
502400,181500
502400,181600
502400,181700
502400,181800
502400,181900
502400,182000
502400,182100
502400,182200
502400,182300
502400,182400
502400,182500
