LRUniqueID,SalePrice,SaleDate,PCUnit,PropertyType,NewBuild,Freehold,Add1,Add2,Add3,Easting,Northing
{2D1E4B25-FD9B-FCD1-E050-A8C0630544EC},620000,15/01/2016,SL0 0RB ,D,N,F,1,,ROSTREVOR GARDENS,502572,183347
{25EA59F9-61FF-4D50-E050-A8C0630562D0},285000,06/08/2015,UB4 8JU ,F,Y,L,"DARWIN COURT, 3",FLAT 13,KINGSWOOD PLACE,509115,181633
{25EA59F9-63D7-4D50-E050-A8C0630562D0},700000,13/11/2015,UB10 8JD,D,N,F,4,,HOYLAKE CRESCENT,507568,186561
{25EA59F9-6200-4D50-E050-A8C0630562D0},285000,06/08/2015,UB4 8JU ,F,Y,L,"DARWIN COURT, 3",FLAT 10,KINGSWOOD PLACE,509115,181633
{25EA59F9-6210-4D50-E050-A8C0630562D0},290000,06/08/2015,UB4 8JU ,F,Y,L,"DARWIN COURT, 3",FLAT 14,KINGSWOOD PLACE,509115,181633
{25EA59F9-6008-4D50-E050-A8C0630562D0},211000,14/10/2015,UB8 2UQ ,F,N,L,37,,CROSS ROAD,505265,184059
{25EA59F9-6234-4D50-E050-A8C0630562D0},225000,07/08/2015,UB4 8JU ,F,Y,L,"DARWIN COURT, 3",FLAT 7,KINGSWOOD PLACE,509115,181633
{25EA59F9-72B3-4D50-E050-A8C0630562D0},650000,09/11/2015,SL0 0LU ,D,N,F,BELLSWOOD FARM,,BELLSWOOD LANE,501804,181651
{25EA59F9-71C1-4D50-E050-A8C0630562D0},845000,26/10/2015,UB9 4AT ,D,N,F,47,,WILLOW CRESCENT WEST,505099,185295
{25EA59F9-74B1-4D50-E050-A8C0630562D0},820000,02/11/2015,SL0 0BS ,D,N,F,12,,POTTERS CROSS,503053,182932
{85866A65-026F-143F-E053-6B04A8C06A15},550000,07/03/2019,HA4 8DU,S,N,F,102,,EASTCOTE ROAD,509918,187788
{23B6165E-9B6B-FCF4-E050-A8C0620577FA},550000,02/10/2015,HA4 8DU ,S,N,F,110,,EASTCOTE ROAD,509918,187788
{2D1E4B25-E93D-FCD1-E050-A8C0630544EC},340000,09/10/2015,UB8 3TT ,T,N,F,31,,IVYBRIDGE CLOSE,506230,182909
{23B6165E-9AEE-FCF4-E050-A8C0620577FA},325000,09/10/2015,UB8 3DG ,T,N,F,52,,GOULDS GREEN,507918,181056
{23B6165E-9BCA-FCF4-E050-A8C0620577FA},415000,25/09/2015,UB8 3ET ,S,N,F,19,,CHERRY GROVE,507993,181686
{23B6165E-9CAD-FCF4-E050-A8C0620577FA},180000,18/09/2015,UB10 8TH,T,N,F,67,,CRANSTON CLOSE,508525,186661
{7011B109-A4E5-8ED6-E053-6B04A8C075C1},232000,03/04/2018,UB10 8TH,F,N,L,51,,CRANSTON CLOSE,508525,186661
{7011B109-A4E3-8ED6-E053-6B04A8C075C1},280000,30/04/2018,UB8 1XU,F,N,L,3,,LANCRESSE CLOSE,505668,184638
{7011B109-A0E8-8ED6-E053-6B04A8C075C1},420000,18/05/2018,UB4 8AN,T,N,F,3,,FROGMORE GARDENS,509196,182261
{7011B109-11D7-8ED6-E053-6B04A8C075C1},437500,18/05/2018,SL9 7DX,S,N,F,6,,GAVIOTS WAY,500302,187523
{773788C2-E97A-2CE4-E053-6C04A8C05E57},458000,10/09/2018,UB3 2SF,D,N,F,59,,WOOD END GREEN ROAD,508960,181471
{7011B108-FF74-8ED6-E053-6B04A8C075C1},480000,19/03/2018,UB4 8FP,S,Y,F,5,,PALOMINO CLOSE,508958,183269
{7011B108-FF71-8ED6-E053-6B04A8C075C1},399000,16/03/2018,UB4 8FP,S,Y,F,2,,PALOMINO CLOSE,508958,183269
{7011B109-1210-8ED6-E053-6B04A8C075C1},382500,08/06/2018,UB9 5AT,S,N,F,30,,PRIORY CLOSE,504364,186185
{7011B108-FF9E-8ED6-E053-6B04A8C075C1},475000,22/03/2018,UB4 8FP,S,Y,F,6,,PALOMINO CLOSE,508958,183269
{7011B108-FFA8-8ED6-E053-6B04A8C075C1},475000,23/03/2018,UB4 8FP,S,Y,F,4,,PALOMINO CLOSE,508958,183269
{7011B108-FF93-8ED6-E053-6B04A8C075C1},435000,16/03/2018,UB4 8FP,S,Y,F,11,,PALOMINO CLOSE,508958,183269
{DE1FC319-A673-4A88-94F6-DB6C6C2CF518},450000,20/02/2015,HA4 7NS ,D,N,F,15,,MARLBOROUGH AVENUE,508502,188131
{288DCE28-AC7D-E510-E050-A8C06205480E},220000,24/11/2015,UB4 8SR ,F,N,L,24,,CHESIL WAY,509683,182716
{288DCE28-AC84-E510-E050-A8C06205480E},137000,18/12/2015,UB4 8HQ ,F,N,L,15,,WESTCOMBE LODGE DRIVE,508992,181857
{288DCE28-B14C-E510-E050-A8C06205480E},325000,11/12/2015,UB8 3HB ,T,N,F,31,,HUBBARDS CLOSE,507608,181373
{288DCE28-C1CE-E510-E050-A8C06205480E},760000,11/12/2015,SL9 7DX ,D,N,F,30,,GAVIOTS WAY,500302,187523
{288DCE28-AEC1-E510-E050-A8C06205480E},295000,28/08/2015,UB4 8JU ,F,Y,L,"DARWIN COURT, 3",FLAT 5,KINGSWOOD PLACE,509115,181633
{288DCE28-AED6-E510-E050-A8C06205480E},285000,07/08/2015,UB4 8JU ,F,Y,L,"DARWIN COURT, 3",FLAT 8,KINGSWOOD PLACE,509115,181633
{288DCE28-AEF4-E510-E050-A8C06205480E},285000,07/08/2015,UB4 8JU ,F,Y,L,"DARWIN COURT, 3",FLAT 9,KINGSWOOD PLACE,509115,181633
{288DCE28-ADDD-E510-E050-A8C06205480E},352000,11/12/2015,UB8 3TT ,T,N,F,13,,IVYBRIDGE CLOSE,506230,182909
{288DCE28-AC3B-E510-E050-A8C06205480E},565000,15/12/2015,UB8 3QR ,D,N,F,THE GLEBE HOUSE,,ROYAL LANE,506820,182753
{288DCE28-C2A0-E510-E050-A8C06205480E},770000,11/12/2015,SL9 8NW ,D,N,F,18,,AUSTENWAY,500102,189965
{39140479-3C8B-3206-E050-A8C063057647},370000,24/03/2016,HA4 8ND ,F,N,L,PARKWAY COURT,2,PEMBROKE ROAD,509893,187196
{34428D7E-4D36-B86C-E050-A8C06205059C},270000,29/04/2016,UB8 1XU ,F,N,L,7,,LANCRESSE CLOSE,505668,184638
{34428D7E-4BF3-B86C-E050-A8C06205059C},320000,22/04/2016,UB3 2QU ,T,N,F,4,,WAYLANDS,508696,181598
{2B419DD1-A937-4C2E-A963-673A7BAEF226},495000,17/07/2015,UB10 0JF,S,N,F,43,,HILLINGDON HILL,506506,182975
{B6B2689B-11B3-458F-8370-685EDF866B03},325000,03/07/2015,UB10 9DW,T,N,F,69,,MIDHURST GARDENS,508063,183939
{AC94452C-4518-46B0-9011-872797B42CF3},510000,19/06/2015,UB10 8JD,S,N,F,11,,HOYLAKE CRESCENT,507568,186561
{FE16446C-0F49-4B1B-A9D7-49A9091ACC72},525000,19/06/2015,UB8 3AL ,T,N,F,21,,CLAYTON WAY,505659,182060
{59A6ED9A-AE2A-4F8C-8F08-E40432839339},375000,24/06/2015,UB4 8NH ,S,N,F,82,,WEYMOUTH ROAD,509620,183034
{DD5269F6-335A-4CE5-9CA6-4B147AAE01F8},117000,14/07/2015,UB4 8HQ ,F,N,L,14,,WESTCOMBE LODGE DRIVE,508992,181857
{17FEA9E1-4EC5-419D-8590-24E3DDBE6706},425000,15/07/2015,HA4 6PX ,T,N,F,71,,CLYFFORD ROAD,509898,185709
{43E750EA-B50C-4D0A-9EB3-25A77210B9C5},1000000,30/06/2015,SL0 0BS ,D,N,F,6,,POTTERS CROSS,503053,182932
{7ED63548-E8ED-4706-B689-FD9056FEE645},232500,03/07/2015,UB8 1XU ,F,N,L,3,,LANCRESSE CLOSE,505668,184638
{19E1E01F-470D-4A04-B2AA-E3A689CA4CB6},280000,24/07/2015,UB7 8LX ,T,N,F,12,,WINDERMERE WAY,506473,180426
{64342BFD-B280-422C-E053-6C04A8C0FB8A},437500,14/12/2017,UB10 8FZ,F,Y,L,WALSHAM COURT,FLAT 54,PERKINS GARDENS,508287,186705
{5376B385-05A9-34C1-E053-6B04A8C09FF6},725000,27/04/2017,UB10 8FL,S,Y,F,7,,CUNNINGHAM DRIVE,508382,186677
{5376B385-019A-34C1-E053-6B04A8C09FF6},295000,05/06/2017,UB8 1JL,F,N,L,"RIVERBANK POINT, 114",107,HIGH STREET,505319,184483
{5376B385-B60C-34C1-E053-6B04A8C09FF6},550000,02/06/2017,HA4 7SX,T,N,F,3,,BURY STREET,508898,187738
{5376B385-03DB-34C1-E053-6B04A8C09FF6},380000,19/06/2017,UB8 3BJ,T,N,F,7,,CHILTERN COURT,507793,182279
{25EA59F9-7249-4D50-E050-A8C0630562D0},596500,23/11/2015,SL9 8AB ,F,N,L,"FLAT 1, 23",GROVE HOUSE,MARSHAM WAY,500365,188564
{25EA59F9-61E2-4D50-E050-A8C0630562D0},229450,30/06/2015,UB10 0FQ,F,N,L,"BLENHEIM HOUSE, 11",FLAT 7,FOWLER WAY,506065,183333
{25EA59F9-61F0-4D50-E050-A8C0630562D0},295000,24/07/2015,UB4 8LU ,F,Y,L,"EBONY COURT, 5",FLAT 1,KINGSWOOD PLACE,509088,181633
{25EA59F9-606F-4D50-E050-A8C0630562D0},334950,02/10/2015,UB10 8FY,F,N,L,"ADEN HOUSE, 21",4,TRUESDALES,508480,186693
{25EA59F9-621F-4D50-E050-A8C0630562D0},287950,31/07/2015,UB10 0FQ,F,Y,L,"BLENHEIM HOUSE, 11",FLAT 9,FOWLER WAY,506065,183333
{25EA59F9-620F-4D50-E050-A8C0630562D0},224950,06/07/2015,UB10 0FQ,F,Y,L,"BLENHEIM HOUSE, 11",FLAT 3,FOWLER WAY,506065,183333
{25EA59F9-607D-4D50-E050-A8C0630562D0},350000,02/11/2015,UB10 8FY,F,N,L,"ADEN HOUSE, 21",6,TRUESDALES,508480,186693
{25EA59F9-6153-4D50-E050-A8C0630562D0},2200000,16/06/2015,UB10 8AG,D,N,F,36,,THE DRIVE,506186,186162
{25EA59F9-61B9-4D50-E050-A8C0630562D0},310000,30/06/2015,UB10 0FQ,F,Y,L,"BLENHEIM HOUSE, 11",FLAT 15,FOWLER WAY,506065,183333
{25EA59F9-61BA-4D50-E050-A8C0630562D0},264950,30/06/2015,UB10 0FQ,F,Y,L,"BLENHEIM HOUSE, 11",FLAT 17,FOWLER WAY,506065,183333
{25EA59F9-5F4C-4D50-E050-A8C0630562D0},319950,13/11/2015,UB8 1JL ,F,N,L,"RIVERBANK POINT, 114",310,HIGH STREET,505319,184483
{23B6165E-9AD4-FCF4-E050-A8C0620577FA},369950,18/09/2015,UB8 3AG ,T,N,F,22,,BELGRAVE MEWS,505559,182189
{7011B109-A06A-8ED6-E053-6B04A8C075C1},425000,01/06/2018,UB8 2NA,S,N,F,27,,COTSWOLD CLOSE,505507,183594
{7011B109-A0E0-8ED6-E053-6B04A8C075C1},750000,25/05/2018,UB10 8JY,D,N,F,16,,PYNCHESTER CLOSE,507419,186956
{7011B108-FD1E-8ED6-E053-6B04A8C075C1},465000,22/06/2018,UB10 9BU,T,N,F,25,,RYEFIELD AVENUE,507808,184401
{773788C2-EDC2-2CE4-E053-6C04A8C05E57},255000,28/08/2018,UB7 8PE,F,N,F,26A,,OTTERFIELD ROAD,506249,180635
{288DCE28-AE93-E510-E050-A8C06205480E},294950,31/07/2015,UB10 0FQ,F,Y,L,"BLENHEIM HOUSE, 11",FLAT 10,FOWLER WAY,506065,183333
{288DCE28-AE9B-E510-E050-A8C06205480E},224950,31/07/2015,UB10 0FQ,F,Y,L,"BLENHEIM HOUSE, 11",FLAT 2,FOWLER WAY,506065,183333
{288DCE28-AEBB-E510-E050-A8C06205480E},289950,31/07/2015,UB10 0FQ,F,Y,L,"BLENHEIM HOUSE, 11",FLAT 14,FOWLER WAY,506065,183333
{288DCE28-AEAA-E510-E050-A8C06205480E},284950,24/07/2015,UB10 0FQ,F,Y,L,"BLENHEIM HOUSE, 11",FLAT 4,FOWLER WAY,506065,183333
{288DCE28-ACAF-E510-E050-A8C06205480E},250000,02/10/2015,UB8 2QX ,T,N,F,160,,WATERLOO ROAD,505010,183688
{288DCE28-AD4B-E510-E050-A8C06205480E},245000,03/11/2015,UB3 2FH,F,N,L,"SPA HOUSE, 48",9,VARCOE GARDENS,508851,181100
{288DCE28-AD65-E510-E050-A8C06205480E},360000,03/08/2015,HA4 7TU ,F,N,L,"WATERS REACH APARTMENTS, 10",17,RESERVOIR ROAD,508488,188980
{288DCE28-B0E6-E510-E050-A8C06205480E},480000,30/11/2015,UB10 0HW,S,N,F,79,,MISBOURNE ROAD,507239,183493
{288DCE28-B0CE-E510-E050-A8C06205480E},260000,09/12/2015,UB9 6AL ,F,N,L,31,,BROADWATER GARDENS,505023,189304
{288DCE28-C422-E510-E050-A8C06205480E},280000,06/11/2015,UB9 4AY ,F,N,L,16,,THE ALDERS,505024,184826
{288DCE28-C3A0-E510-E050-A8C06205480E},1130000,08/12/2015,SL0 0LG ,D,N,F,BALAMERE LODGE,,WOOD LANE,502123,182072
{2D1E4B25-E9FD-FCD1-E050-A8C0630544EC},304950,31/07/2015,UB10 0FQ,F,Y,L,"BLENHEIM HOUSE, 11",FLAT 20,FOWLER WAY,506065,183333
{34428D7E-48FD-B86C-E050-A8C06205059C},345000,31/03/2016,UB4 8RQ ,T,N,F,73,,WARWICK CRESCENT,509814,182354
{34428D7E-4A1E-B86C-E050-A8C06205059C},395000,31/03/2016,UB10 0DF,T,N,F,5,,PARKFIELD AVENUE,507729,182600
{34428D7E-4CA4-B86C-E050-A8C06205059C},406000,21/04/2016,UB10 0DF,T,N,F,33,,PARKFIELD AVENUE,507729,182600
{34428D7E-492C-B86C-E050-A8C06205059C},317000,09/05/2016,UB4 8RQ ,T,N,F,108,,WARWICK CRESCENT,509814,182354
{4FD97F2E-3432-45FF-B4FF-A2D0232DB5CB},315000,07/07/2015,UB8 3SX ,T,N,F,47,,NEW PEACHEY LANE,505690,181490
{E3C2B462-51FA-448C-9359-E5CD8613CA19},370000,01/07/2015,UB10 9EE,T,N,F,46,,LYNHURST ROAD,508268,184285
{C3622E2A-BA1B-4FE9-B851-E19BC5E65FE2},395000,21/07/2015,HA4 7EP ,T,N,F,8,,HAMBLE CLOSE,509077,186820
{90A8AF9A-9261-4734-810F-D4C5EEC6C606},195000,06/02/2015,HA4 7YP ,F,N,L,1,,ABERCORN GROVE,508575,189002
{75BAF795-A748-4A4E-A403-0636CF8424DB},779950,31/07/2015,HA4 7RT ,D,N,F,15,,BURY AVENUE,508376,188479
{2B116F08-883D-4071-8A4E-39097C2C3228},1325000,07/08/2015,SL9 8PX ,S,N,F,"BRENDON HOUSE, 10",,ORCHEHILL AVENUE,500183,189040
{93E6821D-E6D2-40FD-E053-6B04A8C0C1DF},305000,26/02/2019,UB8 2QX,T,N,F,"MISSION LODGE, 44",2,WATERLOO ROAD,505010,183688
{93E6821D-E760-40FD-E053-6B04A8C0C1DF},357000,13/07/2019,UB7 7GB,F,Y,L,"FITZROY COURT, 2",FLAT 3,GARNET PLACE,505974,180226
{93E6821E-979A-40FD-E053-6B04A8C0C1DF},528000,30/08/2019,HA4 7SX,T,N,F,3,,BURY STREET,508898,187738
{61D8894D-928C-3DE6-E053-6C04A8C01207},353000,03/11/2017,UB8 1UJ,T,N,F,63,,BRAYBOURNE CLOSE,505490,184972
{50F18103-4D87-9FD5-E050-A8C063054923},725000,04/05/2017,UB8 3AF,S,N,F,16,,ORCHARD DRIVE,505648,182302
{50F18103-5165-9FD5-E050-A8C063054923},355000,28/04/2017,UB3 1LF,T,N,F,68,,JUNIPER WAY,509020,180919
{50F18103-5170-9FD5-E050-A8C063054923},385000,18/05/2017,UB8 2EY,S,N,F,28,,BENBOW WAYE,505235,181802
{BF2F249B-2F3D-475E-8D46-82F951682BC9},178000,23/02/2015,UB7 8EY ,F,N,L,9,,FAIRFIELD ROAD,506164,180522
{AC07BBCF-D9FA-0445-E053-6C04A8C01E31},425000,06/02/2020,SL0 9NB,S,N,F,40,,COLNE ORCHARD,503849,181024
{5376B385-1919-34C1-E053-6B04A8C09FF6},675000,26/05/2017,SL9 7QP,T,N,F,11,,WEST COMMON,500017,188545
{5376B385-B5D9-34C1-E053-6B04A8C09FF6},465000,23/06/2017,HA4 7NB,S,N,F,17,,WOODVILLE GARDENS,508288,187634
{25EA59F9-7253-4D50-E050-A8C0630562D0},895000,16/11/2015,SL9 7AF ,S,N,F,AVONDALE,,EAST COMMON,500408,187853
{25EA59F9-63F7-4D50-E050-A8C0630562D0},165000,09/11/2015,UB10 9PP,F,N,L,21,,MAGNOLIA COURT,507579,184763
{25EA59F9-63FB-4D50-E050-A8C0630562D0},400000,12/11/2015,UB8 2UX ,S,N,F,18,,ST JOHNS CLOSE,504906,183615
{25EA59F9-60AA-4D50-E050-A8C0630562D0},280000,06/11/2015,UB3 2FT ,F,N,L,"SOPWITH HOUSE, 10",FLAT 5,ALBACORE WAY,509542,180744
{25EA59F9-6023-4D50-E050-A8C0630562D0},213000,02/11/2015,UB3 2FF ,F,N,L,"CONSTANTINE HOUSE, 1",7,VARCOE GARDENS,508784,181103
{25EA59F9-6034-4D50-E050-A8C0630562D0},51250,21/10/2015,UB3 2FF ,F,N,L,"YEADING BROOK HOUSE, 32",4,VARCOE GARDENS,508784,181103
{25EA59F9-5F65-4D50-E050-A8C0630562D0},545000,20/11/2015,UB10 8SA,S,N,F,18,,WALLASEY CRESCENT,507390,186473
{23B6165E-9C2D-FCF4-E050-A8C0620577FA},578000,25/09/2015,UB10 8JW,S,N,F,248,,HOYLAKE CRESCENT,507332,186703
{23B6165E-9BDB-FCF4-E050-A8C0620577FA},410000,02/10/2015,UB3 2ES ,S,N,F,14,,SIXTH AVENUE,509838,180400
{2C454A40-0913-4216-A061-74CE81A97183},620000,01/07/2015,UB9 5JB ,D,N,F,121,,TILEHOUSE WAY,503662,187923
{7011B109-A4B5-8ED6-E053-6B04A8C075C1},410000,18/05/2018,UB8 2HJ,S,N,F,10,,MEADOW VIEW,505417,181677
{7011B109-A09A-8ED6-E053-6B04A8C075C1},607500,20/06/2018,UB10 9AA,S,N,F,27,,TUDOR WAY,507372,184576
{7011B109-A09B-8ED6-E053-6B04A8C075C1},470000,29/05/2018,UB10 9JA,T,N,F,4,,WOODCROFT CRESCENT,508006,183786
{7011B109-A03C-8ED6-E053-6B04A8C075C1},781500,30/05/2018,UB8 1RF,D,N,F,4,,BELMONT CLOSE,505937,184640
{7011B109-A02C-8ED6-E053-6B04A8C075C1},380000,25/05/2018,UB8 1NW,S,N,F,109,,PARK ROAD,506042,184218
{7011B109-A0D3-8ED6-E053-6B04A8C075C1},540000,07/06/2018,UB4 8LY,S,N,F,4,,ADELPHI CRESCENT,509364,182781
{7011B109-A0D7-8ED6-E053-6B04A8C075C1},600000,08/06/2018,UB10 9ND,S,N,F,138,,HERCIES ROAD,507001,184617
{7011B109-0142-8ED6-E053-6B04A8C075C1},190000,01/06/2018,UB10 9PP,F,N,L,14,,MAGNOLIA COURT,507579,184763
{7011B109-0155-8ED6-E053-6B04A8C075C1},330000,11/05/2018,UB10 9DJ,F,N,L,26,,HAZELDENE GARDENS,508345,183789
{7011B109-0149-8ED6-E053-6B04A8C075C1},340000,16/04/2018,UB8 2DJ,F,N,L,14,,WHITEHALL CLOSE,505489,183861
{7011B108-FD29-8ED6-E053-6B04A8C075C1},380000,23/05/2018,UB7 8AU,T,N,F,50,,RYELAND CLOSE,506366,181108
{7011B109-1203-8ED6-E053-6B04A8C075C1},895000,18/05/2018,SL0 9QD,D,N,F,THE OLD VICARAGE,,WIDECROFT ROAD,503176,181369
{7011B109-120B-8ED6-E053-6B04A8C075C1},325000,18/04/2018,SL0 9NP,T,N,F,6 OLD BAKERY COURT,,HIGH STREET,503796,181226
{36FFFBDB-5C48-4FB6-9BAB-2B8679C16A98},135000,20/02/2015,UB7 8EY ,F,N,L,27,,FAIRFIELD ROAD,506164,180522
{6A27A8D9-14E5-458A-A4E9-3055FF1619FE},535000,02/03/2015,UB4 0AG ,D,N,F,2A,,GLEDWOOD DRIVE,509821,181579
{6B32222B-F3E1-01F1-E053-6C04A8C0D2C8},975000,13/10/2017,SL9 7BJ,D,N,F,THE MEATH,,PINSTONE WAY,501800,187050
{288DCE28-AC80-E510-E050-A8C06205480E},575000,16/12/2015,HA4 6JL ,S,N,F,1,,COURTFIELD GARDENS,509703,186701
{288DCE28-B12D-E510-E050-A8C06205480E},182000,27/11/2015,UB10 9PP,F,N,L,10,,MAGNOLIA COURT,507579,184763
{288DCE28-C414-E510-E050-A8C06205480E},300000,30/10/2015,UB9 5BW ,T,N,F,47,,LINDSEY ROAD,504408,186300
{288DCE28-C204-E510-E050-A8C06205480E},1370000,27/11/2015,SL9 7HH ,D,N,F,7,,FULMER DRIVE,500436,186596
{288DCE28-B0CC-E510-E050-A8C06205480E},339000,20/11/2015,UB8 3RY ,S,N,F,10,,ABBOTTS CLOSE,505884,181895
{288DCE28-B0D8-E510-E050-A8C06205480E},472500,13/11/2015,UB10 9AJ,T,N,F,67,,VICTORIA AVENUE,507700,184303
{288DCE28-ABBF-E510-E050-A8C06205480E},170000,27/11/2015,UB10 9PP,F,N,L,1,,MAGNOLIA COURT,507579,184763
{288DCE28-C30A-E510-E050-A8C06205480E},985000,04/12/2015,SL9 7HR ,D,N,F,19,,HOWARDS WOOD DRIVE,500055,186514
{288DCE28-AC52-E510-E050-A8C06205480E},95000,28/09/2015,UB8 2LQ ,F,N,L,41,,WATERSIDE,505290,181508
{288DCE28-AC12-E510-E050-A8C06205480E},290000,11/11/2015,UB10 9PA,F,N,L,194,,LONG LANE,507606,183736
{34428D7E-4CCD-B86C-E050-A8C06205059C},362000,27/01/2016,UB7 8LG ,T,N,F,16,,CASTLE AVENUE,506391,180734
{34428D7E-4D46-B86C-E050-A8C06205059C},387000,27/04/2016,UB10 8TP,T,N,F,10,,FINCHAM CLOSE,508323,186460
{34428D7E-4C6D-B86C-E050-A8C06205059C},527800,01/04/2016,UB10 8AP,S,N,F,4,,SILVERBIRCH CLOSE,506365,185746
{34428D7E-49A5-B86C-E050-A8C06205059C},230000,29/04/2016,UB4 8LF ,F,N,L,91,,BURY AVENUE,509090,183075
{1EE670BF-25E0-4497-994F-21C1FD2D8A1D},449950,12/05/2015,UB10 0FZ,T,Y,F,7,,PARTRIDGE CLOSE,506540,183843
{BE1EF500-EED2-4396-91B9-E121CD59723F},265000,19/06/2015,UB10 0NE,F,Y,L,"CRIMSON COURT, 1390",FLAT 8,UXBRIDGE ROAD,508168,182175
{20D1F41C-13FD-47C7-AD44-3BEA87707A0B},819000,30/07/2015,UB10 8HR,D,N,F,83,,ST GEORGES DRIVE,507078,186788
{A563FF35-74B4-411B-B940-8B772D2E07D9},375000,07/08/2015,UB10 8TP,T,N,F,20,,FINCHAM CLOSE,508323,186460
{067B6599-E0A4-4B18-AD68-8C436BCB50A9},309000,22/07/2015,UB10 0NE,F,Y,L,"CRIMSON COURT, 1390",FLAT 16,UXBRIDGE ROAD,508168,182175
{AE4D86D3-C220-4619-E053-6C04A8C03CD0},215000,15/11/2019,UB8 1NF,F,Y,L,"LOVELL HOUSE, 271",FLAT 38,HIGH STREET,505745,183933
{50F18103-4DA1-9FD5-E050-A8C063054923},392000,13/04/2017,UB8 2NU,S,N,F,9,,SINGRET PLACE,505430,182427
{295D077B-B5D5-4C8C-9082-949690974F8C},408000,27/02/2015,UB10 8PT,S,N,F,22,,CLOVELLY CLOSE,508127,185810
{5376B385-0548-34C1-E053-6B04A8C09FF6},764000,31/03/2017,UB10 8FJ,S,Y,F,4,,TRUESDALES,508397,186617
{5376B385-190E-34C1-E053-6B04A8C09FF6},1850000,16/06/2017,SL9 8DD,D,N,F,22,,WOODLANDS,500816,188446
{5376B385-1930-34C1-E053-6B04A8C09FF6},1350000,26/05/2017,SL9 7JX,D,N,F,3,,DUKES WOOD AVENUE,500395,187321
{5376B385-16E7-34C1-E053-6B04A8C09FF6},425000,05/05/2017,UB9 5NS,F,N,L,OLIVIER COURT,4,PATRONS WAY EAST,503955,188391
{5376B385-1697-34C1-E053-6B04A8C09FF6},660000,14/06/2017,UB9 5BH,T,N,F,GREEN COTTAGE,,VILLAGE ROAD,504146,187094
{5376B385-01AF-34C1-E053-6B04A8C09FF6},427000,26/06/2017,UB3 2AE,T,N,F,78,,BOTWELL LANE,509574,180171
{5376B385-01A0-34C1-E053-6B04A8C09FF6},230000,02/06/2017,UB8 3RS,F,N,L,29,,ST HELENS CLOSE,505784,181600
{25EA59F9-63D9-4D50-E050-A8C0630562D0},310000,23/10/2015,HA4 6HJ ,F,N,L,212,,HERLWYN AVENUE,509723,186306
{25EA59F9-6428-4D50-E050-A8C0630562D0},293000,16/10/2015,UB8 3WG ,F,N,L,31,,RUTHERFORD CLOSE,506916,182217
{25EA59F9-7293-4D50-E050-A8C0630562D0},587500,28/10/2015,SL0 0ET ,D,N,F,75,,SWALLOW STREET,502646,182392
{25EA59F9-6184-4D50-E050-A8C0630562D0},414950,30/06/2015,UB10 0FF,T,Y,F,38,,LAWRENCE GROVE,506298,183345
{25EA59F9-6033-4D50-E050-A8C0630562D0},430000,24/06/2015,UB10 9AU,S,N,F,67,,WINDSOR AVENUE,508168,184348
{2FD36065-CA71-4BF8-E050-A8C0620562B1},436000,22/02/2016,UB8 2ET ,S,N,F,42,,DELLFIELD CRESCENT,505537,182051
{25EA59F9-61B3-4D50-E050-A8C0630562D0},424950,30/06/2015,UB10 0FF,T,Y,F,40,,LAWRENCE GROVE,506298,183345
{85866A65-0427-143F-E053-6B04A8C06A15},710000,01/03/2019,HA4 7JL,D,N,F,34,,HILL RISE,508531,187302
{85866A65-0342-143F-E053-6B04A8C06A15},583486,15/03/2019,UB10 8PT,S,N,F,25,,CLOVELLY CLOSE,508127,185810
{23B6165E-9B8A-FCF4-E050-A8C0620577FA},150000,16/10/2015,UB7 8EU ,D,N,F,65A,,COLHAM AVENUE,506288,180402
{7011B109-A043-8ED6-E053-6B04A8C075C1},665000,30/05/2018,HA4 6EX,D,N,F,30A,,WOOD LANE,509107,186996
{7011B109-0132-8ED6-E053-6B04A8C075C1},777000,20/04/2018,UB10 8HA,D,N,F,2,,IRWIN CLOSE,507281,186338
{7011B109-0159-8ED6-E053-6B04A8C075C1},425000,20/06/2018,UB10 9HH,S,N,F,55,,PETWORTH GARDENS,508345,183576
{7011B109-016C-8ED6-E053-6B04A8C075C1},300000,11/05/2018,UB8 3WG,F,N,L,31,,RUTHERFORD CLOSE,506916,182217
{7011B109-0FF7-8ED6-E053-6B04A8C075C1},480000,18/06/2018,SL0 9QF,S,N,F,12,,STONECROFT AVENUE,503070,181382
{28AB8540-8AED-4F36-9B01-AA343CAEA5FA},500000,17/02/2015,UB10 9LU,D,N,F,105,,HERCIES ROAD,507127,184655
{288DCE28-C532-E510-E050-A8C06205480E},482500,11/12/2015,UB9 5NF ,S,N,F,48,,MOORFIELD ROAD,504236,188003
{288DCE28-C34E-E510-E050-A8C06205480E},1675000,02/11/2015,SL9 8QB ,D,N,F,36,,OVAL WAY,500101,189438
{288DCE28-AD3F-E510-E050-A8C06205480E},295000,27/11/2015,UB10 8XA,F,N,L,21,,TAYFIELD CLOSE,508490,186404
{288DCE28-ACCF-E510-E050-A8C06205480E},396555,18/11/2015,UB8 1QL ,T,N,F,21,,MONTAGUE ROAD,505905,184185
{288DCE28-AF6B-E510-E050-A8C06205480E},720000,16/09/2015,HA4 8EU ,S,N,F,3,,SOUTH DRIVE,509398,187314
{288DCE28-B0FC-E510-E050-A8C06205480E},286500,30/10/2015,UB8 3SJ ,F,N,L,57,,MOORFIELD ROAD,505776,181234
